41
1496
0 7
596 28 0
599.391 26.1191 1
603.636 25.0816 2
609.395 24.743 3
618.502 22.7999 4
626.972 22.2188 5
0 5
604 28 0
607.39 26.1317 1
611.638 25.1119 2
617.4 24.7683 3
626.505 22.8258 4
0 5
612 28 0
615.388 26.1122 1
619.687 25.3221 2
625.471 24.9174 3
634.567 22.992 4
0 10
572 36 0
575.347 34.1789 1
579.595 33.1588 2
585.26 32.8067 3
594.366 31.0263 4
602.863 30.4058 5
610.178 29.6162 6
617.548 28.1925 7
624.105 28.4788 8
630.277 29.0873 9
0 9
580 36 0
583.348 34.1854 1
587.598 33.1514 2
593.275 32.7925 3
602.385 31.0119 4
610.869 30.3841 5
618.199 29.5846 6
625.562 28.153 7
632.126 28.441 8
0 7
588 36 0
591.355 34.1722 1
595.606 33.1352 2
601.331 32.7799 3
610.444 30.9823 4
618.924 30.3689 5
626.254 29.5114 6
0 6
596 36 0
599.374 34.1442 1
603.626 33.1115 2
609.383 32.768 3
618.49 30.8421 4
626.967 30.2687 5
0 5
604 36 0
607.381 34.1599 1
611.63 33.1366 2
617.396 32.796 3
626.5 30.8576 4
0 10
572 44 0
575.34 42.1722 1
579.59 41.1544 2
585.245 40.818 3
594.356 39.0475 4
602.866 38.4269 5
610.188 37.6246 6
617.55 36.2085 7
624.11 36.5023 8
630.287 37.1234 9
0 9
580 44 0
583.341 42.1829 1
587.599 41.1813 2
593.272 40.8276 3
602.386 39.0462 4
610.885 38.4265 5
618.219 37.6152 6
625.575 36.1971 7
632.148 36.4983 8
0 8
588 44 0
591.347 42.1771 1
595.604 41.1466 2
601.311 40.8006 3
610.43 38.9931 4
618.928 38.3816 5
626.266 37.5503 6
633.616 36.1293 7
0 6
596 44 0
599.353 42.169 1
603.61 41.1378 2
609.341 40.7969 3
618.467 38.8864 4
626.958 38.303 5
0 5
604 44 0
607.37 42.1705 1
611.62 41.1535 2
617.391 40.814 3
626.498 38.8785 4
0 10
572 52 0
575.327 50.1562 1
579.576 49.173 2
585.23 48.8354 3
594.346 47.0653 4
602.892 46.477 5
610.222 45.661 6
617.564 44.2755 7
624.134 44.5925 8
630.313 45.2094 9
0 8
580 52 0
583.334 50.1806 1
587.593 49.1871 2
593.258 48.8328 3
602.385 47.058 4
610.894 46.4437 5
618.234 45.6289 6
625.583 44.2166 7
0 8
588 52 0
591.339 50.178 1
595.6 49.1717 2
601.276 48.8198 3
610.428 47.0199 4
618.932 46.4085 5
626.285 45.5817 6
633.612 44.1695 7
0 6
596 52 0
599.345 50.1682 1
603.609 49.1554 2
609.322 48.8052 3
618.473 46.9913 4
626.978 46.397 5
0 5
604 52 0
607.354 50.182 1
611.614 49.1747 2
617.352 48.8442 3
626.469 46.9129 4
0 10
572 60 0
575.314 58.0963 1
579.55 57.1742 2
585.206 56.842 3
594.329 55.09 4
602.882 54.5034 5
610.226 53.6667 6
617.55 52.3068 7
624.126 52.6398 8
630.307 53.2527 9
0 8
580 60 0
583.33 58.156 1
587.59 57.1694 2
593.255 56.8286 3
602.388 55.0469 4
610.943 54.4613 5
618.293 53.6245 6
625.613 52.2528 7
0 8
588 60 0
591.338 58.1678 1
595.603 57.1796 2
601.283 56.8377 3
610.439 55.0359 4
618.976 54.4396 5
626.335 53.6003 6
633.651 52.2172 7
0 6
596 60 0
599.338 58.1559 1
603.609 57.1764 2
609.301 56.8312 3
618.464 55.0164 4
626.987 54.415 5
0 5
604 60 0
607.333 58.1561 1
611.603 57.1742 2
617.314 56.8308 3
626.474 54.9775 4
0 6
548 68 0
551.346 66.1999 1
555.491 65.2907 2
561.124 65.0005 3
570.236 63.309 4
578.792 62.8071 5
0 10
572 68 0
575.317 66.1078 1
579.521 65.2157 2
585.179 64.8823 3
594.316 63.1678 4
602.876 62.5813 5
610.231 61.7462 6
617.543 60.3872 7
624.122 60.7262 8
630.302 61.3241 9
0 8
580 68 0
583.323 66.1331 1
587.571 65.1842 2
593.246 64.8493 3
602.395 63.0873 4
610.959 62.5041 5
618.323 61.6515 6
625.635 60.2911 7
0 8
588 68 0
591.328 66.1429 1
595.593 65.1755 2
601.28 64.8381 3
610.441 63.0546 4
619.009 62.4712 5
626.38 61.6131 6
633.689 60.2489 7
0 6
596 68 0
599.332 66.1487 1
603.6 65.1779 2
609.301 64.8356 3
618.479 63.026 4
627.042 62.4424 5
0 5
604 68 0
607.33 66.1658 1
611.597 65.1981 2
617.305 64.8513 3
626.492 63.0285 4
0 6
548 76 0
551.349 74.223 1
555.461 73.2836 2
561.113 73.0083 3
570.245 71.3321 4
578.791 70.841 5
0 10
572 76 0
575.338 74.1713 1
579.511 73.3025 2
585.173 72.9744 3
594.325 71.2151 4
602.928 70.7071 5
610.3 69.8785 6
617.608 68.5177 7
624.192 68.8521 8
630.369 69.4538 9
0 8
580 76 0
583.336 74.1426 1
587.546 73.2533 2
593.227 72.9213 3
602.384 71.1623 4
610.977 70.6037 5
618.356 69.7482 6
625.665 68.39 7
0 8
588 76 0
591.334 74.0886 1
595.571 73.2325 2
601.268 72.8941 3
610.443 71.1165 4
619.042 70.542 5
626.424 69.6755 6
633.73 68.3191 7
0 6
596 76 0
599.338 74.1 1
603.602 73.1681 2
609.304 72.8256 3
618.503 71.0339 4
627.092 70.4531 5
0 5
604 76 0
607.334 74.1793 1
611.599 73.2216 2
617.308 72.8697 3
626.515 71.0788 4
0 5
612 76 0
615.34 74.2684 1
619.596 73.325 2
625.324 72.9593 3
634.53 71.1589 4
0 6
548 84 0
551.344 82.2277 1
555.457 81.2839 2
561.114 81.0176 3
570.258 79.3476 4
578.846 78.853 5
0 10
572 84 0
575.358 82.2088 1
579.504 81.3372 2
585.179 81.0325 3
594.334 79.2626 4
602.95 78.7571 5
610.332 77.9323 6
617.64 76.5694 7
624.252 76.8946 8
630.419 77.5051 9
0 8
580 84 0
583.344 82.17 1
587.527 81.3325 2
593.222 80.9949 3
602.382 79.2238 4
611.007 78.7021 5
618.408 77.8492 6
625.712 76.4901 7
0 8
588 84 0
591.345 82.1396 1
595.568 81.2926 2
601.266 80.9525 3
610.453 79.1793 4
619.068 78.6107 5
626.49 77.7413 6
633.786 76.3856 7
0 6
596 84 0
599.341 82.1117 1
603.582 81.258 2
609.287 80.9115 3
618.494 79.1369 4
627.107 78.5467 5
0 5
604 84 0
607.346 82.1254 1
611.588 81.2706 2
617.307 80.9221 3
626.518 79.1412 4
0 5
612 84 0
615.36 82.1445 1
619.58 81.2737 2
625.367 80.9573 3
634.58 79.1541 4
0 9
508 92 0
511.262 90.2588 1
515.366 89.2902 2
520.924 89.0873 3
529.895 87.623 4
538.355 87.2653 5
545.537 86.6038 6
552.734 85.3096 7
559.169 85.7105 8
0 9
516 92 0
519.262 90.2556 1
523.377 89.3107 2
528.94 89.0997 3
537.948 87.5589 4
546.43 87.1596 5
553.627 86.4984 6
560.835 85.1934 7
567.276 85.5922 8
0 10
572 92 0
575.346 90.229 1
579.48 89.302 2
585.172 89.0148 3
594.327 87.242 4
602.966 86.7373 5
610.296 86.0001 6
617.615 84.6175 7
624.238 84.9466 8
630.287 85.6146 9
0 9
580 92 0
583.349 90.2102 1
587.49 89.2892 2
593.189 88.9849 3
602.352 87.209 4
611.012 86.7174 5
618.413 85.8757 6
625.716 84.5107 7
632.341 84.8383 8
0 7
588 92 0
591.353 90.1637 1
595.555 89.3008 2
601.255 88.969 3
610.457 87.1916 4
619.101 86.6542 5
626.574 85.776 6
0 6
596 92 0
599.346 90.1343 1
603.574 89.3065 2
609.281 88.9643 3
618.514 87.1421 4
627.147 86.5693 5
0 5
604 92 0
607.349 90.1333 1
611.572 89.3172 2
617.321 88.9534 3
626.546 87.1516 4
0 5
612 92 0
615.364 90.1442 1
619.573 89.3107 2
625.362 88.945 3
634.586 87.1415 4
0 9
508 100 0
511.261 98.2726 1
515.348 97.3203 2
520.914 97.1134 3
529.904 95.6478 4
538.387 95.2774 5
545.588 94.6326 6
552.781 93.337 7
559.211 93.7505 8
0 9
516 100 0
519.259 98.2695 1
523.361 97.3215 2
528.928 97.1096 3
537.951 95.5927 4
546.449 95.2021 5
553.654 94.5462 6
560.851 93.2509 7
567.293 93.6618 8
0 11
564 100 0
567.344 98.2301 1
571.464 97.271 2
577.139 97.0084 3
586.353 95.4085 4
594.98 94.8786 5
602.313 94.285 6
609.643 92.8799 7
616.251 93.2621 8
622.305 93.9348 9
629.753 94.1164 10
0 9
572 100 0
575.343 98.2282 1
579.475 97.2632 2
585.159 96.9993 3
594.352 95.3209 4
603 94.7782 5
610.34 94.1336 6
617.667 92.7311 7
624.284 93.1024 8
0 9
580 100 0
583.343 98.2275 1
587.484 97.2621 2
593.175 96.999 3
602.375 95.2 4
611.046 94.7067 5
618.421 93.968 6
625.74 92.5733 7
632.365 92.9235 8
0 7
588 100 0
591.334 98.1949 1
595.481 97.2291 2
601.195 97.0006 3
610.437 95.156 4
619.106 94.6716 5
626.584 93.8032 6
0 6
596 100 0
599.328 98.1893 1
603.501 97.2147 2
609.22 96.9893 3
618.464 95.1493 4
627.14 94.663 5
0 5
604 100 0
607.326 98.1882 1
611.513 97.2624 2
617.269 96.9791 3
626.51 95.1488 4
0 5
612 100 0
615.334 98.2384 1
619.546 97.4127 2
625.34 97.047 3
634.57 95.2462 4
0 11
564 108 0
567.319 106.202 1
571.443 105.244 2
577.12 104.978 3
586.365 103.416 4
594.991 102.877 5
602.342 102.303 6
609.673 100.897 7
616.279 101.278 8
622.332 101.959 9
629.759 102.128 10
0 9
572 108 0
575.323 106.188 1
579.457 105.225 2
585.138 104.957 3
594.385 103.392 4
603.044 102.842 5
610.402 102.264 6
617.73 100.856 7
624.344 101.241 8
0 9
580 108 0
583.328 106.179 1
587.47 105.211 2
593.158 104.946 3
602.408 103.367 4
611.092 102.804 5
618.466 102.219 6
625.788 100.817 7
632.411 101.194 8
0 7
588 108 0
591.327 106.181 1
595.476 105.209 2
601.195 104.947 3
610.457 103.242 4
619.138 102.717 5
626.578 102.056 6
0 6
596 108 0
599.325 106.188 1
603.49 105.208 2
609.224 104.933 3
618.485 103.109 4
627.163 102.609 5
0 5
604 108 0
607.326 106.191 1
611.497 105.213 2
617.255 104.932 3
626.5 103.115 4
0 5
612 108 0
615.324 106.203 1
619.516 105.234 2
625.301 104.967 3
634.536 103.173 4
0 11
564 116 0
567.316 114.202 1
571.44 113.245 2
577.119 112.98 3
586.364 111.421 4
595.002 110.895 5
602.343 110.254 6
609.688 108.977 7
616.274 109.338 8
622.335 110.023 9
629.727 110.132 10
0 10
572 116 0
575.316 114.193 1
579.455 113.226 2
585.138 112.959 3
594.388 111.402 4
603.065 110.842 5
610.43 110.259 6
617.752 108.921 7
624.364 109.297 8
630.418 109.908 9
0 8
580 116 0
583.321 114.181 1
587.466 113.211 2
593.161 112.938 3
602.417 111.371 4
611.112 110.798 5
618.505 110.216 6
625.817 108.876 7
0 7
588 116 0
591.322 114.176 1
595.474 113.2 2
601.2 112.926 3
610.461 111.355 4
619.169 110.767 5
626.599 110.168 6
0 6
596 116 0
599.32 114.18 1
603.484 113.197 2
609.224 112.92 3
618.491 111.225 4
627.195 110.649 5
0 5
604 116 0
607.323 114.19 1
611.496 113.206 2
617.265 112.922 3
626.509 111.146 4
0 5
612 116 0
615.326 114.215 1
619.513 113.226 2
625.3 112.948 3
634.538 111.165 4
0 11
564 124 0
567.315 122.205 1
571.436 121.251 2
577.125 120.994 3
586.367 119.436 4
595.025 118.916 5
602.371 118.224 6
609.704 116.996 7
616.288 117.351 8
622.358 118.029 9
629.736 118.134 10
0 9
572 124 0
575.309 122.2 1
579.452 121.232 2
585.144 120.971 3
594.398 119.416 4
603.074 118.88 5
610.435 118.266 6
617.758 116.959 7
624.366 117.324 8
0 9
580 124 0
583.317 122.183 1
587.466 121.208 2
593.169 120.936 3
602.427 119.394 4
611.141 118.812 5
618.515 118.228 6
625.846 116.929 7
632.474 117.296 8
0 7
588 124 0
591.319 122.18 1
595.473 121.203 2
601.206 120.905 3
610.468 119.349 4
619.184 118.764 5
626.605 118.147 6
0 6
596 124 0
599.319 122.18 1
603.483 121.194 2
609.241 120.907 3
618.5 119.304 4
627.217 118.723 5
0 5
604 124 0
607.321 122.213 1
611.5 121.211 2
617.276 120.933 3
626.521 119.24 4
0 8
540 132 0
543.352 130.306 1
547.442 129.372 2
553.077 129.13 3
562.234 127.587 4
570.888 127.114 5
578.134 126.426 6
585.435 125.186 7
0 8
548 132 0
551.33 130.263 1
555.466 129.363 2
561.141 129.1 3
570.367 127.539 4
579.004 127.061 5
586.342 126.346 6
593.662 125.099 7
0 11
564 132 0
567.32 130.238 1
571.447 129.293 2
577.141 129.036 3
586.377 127.473 4
595.055 126.963 5
602.411 126.239 6
609.729 125.015 7
616.315 125.368 8
622.419 125.996 9
629.799 126.257 10
0 9
572 132 0
575.315 130.244 1
579.461 129.275 2
585.17 129.009 3
594.419 127.424 4
603.144 126.949 5
610.533 126.198 6
617.848 124.967 7
624.456 125.346 8
0 9
580 132 0
583.318 130.233 1
587.469 129.258 2
593.181 128.992 3
602.441 127.393 4
611.179 126.894 5
618.57 126.142 6
625.882 124.908 7
632.504 125.289 8
0 7
588 132 0
591.319 130.177 1
595.475 129.208 2
601.216 128.931 3
610.479 127.33 4
619.215 126.752 5
626.625 125.917 6
0 6
596 132 0
599.325 130.151 1
603.49 129.264 2
609.257 128.986 3
618.518 127.342 4
627.275 126.824 5
0 5
604 132 0
607.318 130.13 1
611.529 129.227 2
617.302 128.948 3
626.552 127.274 4
0 5
612 132 0
615.305 130.171 1
619.516 129.094 2
625.3 128.811 3
634.539 127.109 4
0 5
540 140 0
543.326 138.299 1
547.392 137.375 2
553.021 137.139 3
562.247 135.578 4
0 5
548 140 0
551.33 138.261 1
555.471 137.386 2
561.129 137.13 3
570.363 135.565 4
0 11
564 140 0
567.348 138.145 1
571.478 137.341 2
577.178 137.06 3
586.411 135.499 4
595.157 135.039 5
602.536 134.287 6
609.847 133.061 7
616.45 133.341 8
622.554 134.018 9
629.938 134.288 10
0 9
572 140 0
575.347 138.146 1
579.48 137.314 2
585.196 137.041 3
594.445 135.452 4
603.191 134.992 5
610.585 134.237 6
617.895 133.008 7
624.501 133.289 8
0 9
580 140 0
583.336 138.15 1
587.48 137.34 2
593.212 137.069 3
602.47 135.467 4
611.22 135.004 5
618.62 134.234 6
625.928 133.005 7
632.548 133.312 8
0 7
588 140 0
591.33 138.13 1
595.5 137.399 2
601.256 137.126 3
610.518 135.513 4
619.303 135.065 5
626.717 134.24 6
0 6
596 140 0
599.339 138.159 1
603.511 137.431 2
609.28 137.149 3
618.544 135.5 4
627.331 135.035 5
0 5
604 140 0
607.338 138.213 1
611.531 137.428 2
617.311 137.142 3
626.561 135.446 4
0 5
612 140 0
615.322 138.152 1
619.533 137.238 2
625.314 136.953 3
634.534 135.216 4
0 5
540 148 0
543.342 146.299 1
547.376 145.363 2
553.008 145.132 3
562.258 143.565 4
0 5
548 148 0
551.33 146.266 1
555.46 145.397 2
561.133 145.169 3
570.367 143.55 4
0 9
556 148 0
559.347 146.157 1
563.485 145.402 2
569.169 145.137 3
578.406 143.48 4
587.177 143.094 5
594.554 142.338 6
601.861 141.078 7
608.414 141.413 8
0 11
564 148 0
567.354 146.145 1
571.464 145.407 2
577.175 145.139 3
586.424 143.45 4
595.193 143.063 5
602.579 142.304 6
609.883 141.041 7
616.468 141.401 8
622.561 142.123 9
629.949 142.4 10
0 10
572 148 0
575.352 146.147 1
579.464 145.405 2
585.236 145.175 3
594.493 143.406 4
603.26 143.013 5
610.659 142.257 6
617.959 140.991 7
624.57 141.336 8
630.652 142.032 9
0 9
580 148 0
583.351 146.157 1
587.483 145.402 2
593.258 145.161 3
602.522 143.388 4
611.289 142.984 5
618.703 142.22 6
625.999 140.945 7
632.628 141.305 8
0 7
588 148 0
591.344 146.227 1
595.509 145.453 2
601.282 145.198 3
610.547 143.422 4
619.337 142.993 5
626.742 142.21 6
0 6
596 148 0
599.343 146.268 1
603.527 145.402 2
609.318 145.207 3
618.597 143.4 4
627.391 142.955 5
0 5
604 148 0
607.346 146.264 1
611.537 145.411 2
617.323 145.218 3
626.599 143.413 4
0 5
612 148 0
615.347 146.262 1
619.565 145.389 2
625.328 145.195 3
634.563 143.402 4
0 5
540 156 0
543.385 154.337 1
547.43 153.408 2
553.123 153.201 3
562.292 151.675 4
0 5
548 156 0
551.35 154.283 1
555.444 153.402 2
561.136 153.192 3
570.369 151.565 4
0 10
564 156 0
567.368 154.168 1
571.47 153.433 2
577.215 153.2 3
586.48 151.454 4
595.248 151.067 5
602.64 150.31 6
609.939 149.037 7
616.516 149.48 8
622.591 150.207 9
0 9
572 156 0
575.365 154.192 1
579.473 153.449 2
585.254 153.23 3
594.517 151.455 4
603.284 151.062 5
610.721 150.402 6
618.016 149.107 7
624.601 149.537 8
0 9
580 156 0
583.37 154.249 1
587.508 153.455 2
593.304 153.267 3
602.568 151.492 4
611.366 151.061 5
618.797 150.361 6
626.089 149.058 7
632.706 149.449 8
0 7
588 156 0
591.347 154.271 1
595.524 153.329 2
601.324 153.144 3
610.591 151.377 4
619.392 150.899 5
626.772 150.193 6
0 6
596 156 0
599.345 154.273 1
603.534 153.321 2
609.326 153.13 3
618.628 151.408 4
627.437 150.935 5
0 5
604 156 0
607.346 154.272 1
611.546 153.318 2
617.33 153.12 3
626.624 151.397 4
0 9
252 164 0
255.175 162.541 1
259.121 161.504 2
264.623 161.497 3
273.477 160.786 4
281.74 160.941 5
288.785 160.837 6
295.602 159.65 7
301.75 160.251 8
0 8
260 164 0
263.175 162.542 1
267.118 161.506 2
272.613 161.503 3
281.478 160.736 4
289.733 160.887 5
296.768 160.766 6
303.576 159.571 7
0 7
268 164 0
271.178 162.54 1
275.118 161.507 2
280.599 161.499 3
289.46 160.726 4
297.705 160.871 5
304.731 160.727 6
0 7
276 164 0
279.184 162.533 1
283.121 161.504 2
288.563 161.485 3
297.424 160.704 4
305.661 160.848 5
312.617 160.665 6
0 5
548 164 0
551.393 162.361 1
555.477 161.429 2
561.181 161.239 3
570.42 159.609 4
0 10
564 164 0
567.405 162.32 1
571.494 161.391 2
577.293 161.232 3
586.541 159.48 4
595.323 159.051 5
602.781 158.488 6
610.069 157.202 7
616.642 157.655 8
622.714 158.387 9
0 9
572 164 0
575.392 162.308 1
579.493 161.372 2
585.295 161.212 3
594.57 159.476 4
603.366 159.017 5
610.821 158.441 6
618.109 157.149 7
624.688 157.589 8
0 7
580 164 0
583.383 162.298 1
587.502 161.341 2
593.309 161.163 3
602.604 159.594 4
611.408 159.121 5
618.862 158.543 6
0 6
588 164 0
591.352 162.275 1
595.522 161.317 2
601.327 161.131 3
610.627 159.527 4
619.434 159.049 5
0 6
596 164 0
599.347 162.273 1
603.532 161.32 2
609.334 161.122 3
618.633 159.509 4
627.445 159.038 5
0 5
604 164 0
607.344 162.27 1
611.543 161.317 2
617.339 161.112 3
626.627 159.489 4
0 38
84 172 0
87.4382 170.654 1
91.5586 169.626 2
97.2682 169.772 3
106.533 169.47 4
115.227 169.901 5
122.524 170.126 6
129.682 168.874 7
136.059 169.491 8
142.045 170.43 9
149.3 171.07 10
154.351 170.764 11
161.352 169.815 12
167.904 169.445 13
176.578 169.064 14
184.71 168.575 15
191.56 168.693 16
197.432 168.629 17
202.259 168.915 18
207.494 168.561 19
210.545 169.01 20
215.021 170.445 21
220.214 171.839 22
223.266 173.397 23
226.551 173.871 24
228.626 174.731 25
233.192 175.977 26
234.604 177.853 27
235.778 179.981 28
236.491 180.321 29
233.714 183.365 30
229.806 184.764 31
224.521 185.266 32
216.715 187.022 33
208.043 189.382 34
196.492 190.453 35
184.761 189.734 36
176.384 188.703 37
0 9
244 172 0
247.194 170.516 1
251.143 169.493 2
256.648 169.49 3
265.572 168.776 4
273.838 168.936 5
280.899 168.85 6
287.724 167.674 7
293.863 168.27 8
0 8
252 172 0
255.185 170.531 1
259.126 169.495 2
264.628 169.489 3
273.533 168.755 4
281.798 168.914 5
288.854 168.817 6
295.653 167.622 7
0 7
260 172 0
263.178 170.54 1
267.115 169.502 2
272.615 169.496 3
281.489 168.733 4
289.751 168.886 5
296.785 168.771 6
0 6
268 172 0
271.179 170.54 1
275.115 169.504 2
280.605 169.495 3
289.469 168.724 4
297.717 168.87 5
0 5
276 172 0
279.18 170.53 1
283.115 169.502 2
288.539 169.483 3
297.396 168.708 4
0 36
324 172 0
319.805 169.321 1
316.482 168.419 2
314.766 169.619 3
316.763 170.583 4
318.573 171.978 5
318.56 172.278 6
318.424 169.871 7
317.653 168.768 8
316.706 168.051 9
317.181 167.573 10
315.47 167.18 11
315.858 167.035 12
315.361 168.377 13
316.618 169.48 14
316.834 169.415 15
315.808 168.215 16
314.509 166.8 17
312.712 165.616 18
311.824 164.197 19
309.03 164.624 20
307.739 167.072 21
307.269 170.21 22
304.619 173.556 23
302.473 174.987 24
298.897 175.046 25
297.732 174.733 26
293.479 175.195 27
289.114 176.083 28
284.251 176.243 29
275.806 179.877 30
266.128 182.769 31
254.722 184.883 32
240.419 187.746 33
225.167 189.383 34
213.004 190.427 35
0 7
468 172 0
471.239 170.245 1
475.216 169.33 2
480.848 169.192 3
489.925 167.863 4
498.311 167.675 5
505.549 167.226 6
0 10
564 172 0
567.405 170.323 1
571.492 169.389 2
577.292 169.224 3
586.566 167.689 4
595.358 167.24 5
602.823 166.677 6
610.109 165.426 7
616.678 165.881 8
622.747 166.607 9
0 10
572 172 0
575.395 170.314 1
579.488 169.385 2
585.294 169.21 3
594.584 167.65 4
603.387 167.201 5
610.846 166.604 6
618.132 165.325 7
624.702 165.782 8
630.749 166.457 9
0 7
580 172 0
583.384 170.302 1
587.504 169.374 2
593.316 169.193 3
602.609 167.629 4
611.419 167.166 5
618.862 166.539 6
0 6
588 172 0
591.355 170.276 1
595.519 169.338 2
601.329 169.147 3
610.625 167.581 4
619.439 167.11 5
0 6
596 172 0
599.349 170.274 1
603.535 169.331 2
609.344 169.132 3
618.638 167.533 4
627.454 167.064 5
0 5
604 172 0
607.346 170.279 1
611.546 169.335 2
617.35 169.133 3
626.627 167.511 4
0 5
612 172 0
615.325 170.332 1
619.568 169.386 2
625.363 169.199 3
634.594 167.526 4
0 9
244 180 0
247.2 178.522 1
251.146 177.487 2
256.648 177.486 3
265.591 176.769 4
273.86 176.928 5
280.927 176.864 6
287.758 175.717 7
293.886 176.306 8
0 8
252 180 0
255.199 178.521 1
259.141 177.488 2
264.641 177.482 3
273.572 176.749 4
281.84 176.908 5
288.907 176.822 6
295.643 175.663 7
0 7
260 180 0
263.193 178.53 1
267.129 177.497 2
272.626 177.488 3
281.509 176.717 4
289.772 176.88 5
296.795 176.763 6
0 6
268 180 0
271.183 178.54 1
275.113 177.505 2
280.608 177.494 3
289.471 176.717 4
297.714 176.88 5
0 5
276 180 0
279.18 178.531 1
283.103 177.503 2
288.565 177.489 3
297.409 176.712 4
0 41
324 180 0
319.64 177.342 1
316.114 176.442 2
314.241 177.577 3
315.978 178.482 4
317.322 180.001 5
317.27 180.265 6
316.959 177.717 7
316.052 176.529 8
315.1 175.795 9
315.572 175.304 10
313.82 174.892 11
314.104 174.771 12
313.603 176.118 13
314.67 177.22 14
314.859 177.165 15
313.616 175.955 16
311.982 174.355 17
310.177 173.169 18
309.151 171.589 19
306.218 171.853 20
304.862 174.173 21
304.388 177.315 22
301.722 180.613 23
299.265 181.893 24
295.487 181.882 25
294.145 181.431 26
289.89 181.884 27
285.502 182.74 28
280.638 182.899 29
272.191 186.541 30
262.519 189.407 31
251.107 191.542 32
236.734 194.264 33
221.376 195.899 34
208.304 196.669 35
195.969 195.844 36
187.527 194.782 37
179.572 194.851 38
174.867 195.834 39
171.479 197.783 40
0 7
468 180 0
471.284 178.377 1
475.259 177.462 2
480.916 177.348 3
489.939 176.116 4
498.38 175.933 5
505.642 175.411 6
0 7
476 180 0
479.293 178.383 1
483.285 177.463 2
488.917 177.316 3
498.036 175.995 4
506.551 175.781 5
513.816 175.238 6
0 10
564 180 0
567.401 178.328 1
571.484 177.392 2
577.303 177.209 3
586.587 175.693 4
595.379 175.295 5
602.86 174.636 6
610.128 173.435 7
616.685 173.929 8
622.72 174.496 9
0 10
572 180 0
575.394 178.319 1
579.483 177.39 2
585.306 177.202 3
594.598 175.67 4
603.409 175.229 5
610.867 174.519 6
618.139 173.335 7
624.704 173.794 8
630.737 174.352 9
0 7
580 180 0
583.381 178.29 1
587.488 177.384 2
593.313 177.194 3
602.606 175.638 4
611.422 175.182 5
618.607 174.052 6
0 6
588 180 0
591.36 178.217 1
595.534 177.389 2
601.35 177.183 3
610.645 175.624 4
619.471 175.16 5
0 6
596 180 0
599.365 178.213 1
603.55 177.408 2
609.363 177.202 3
618.657 175.616 4
